# z rho mu P theta
847.289 1.59243e-06 4.44805e-09 0 270
847.441 1.59243e-06 4.44805e-09 0 270
847.441 1.60603e-06 4.44057e-09 0 270
847.593 1.60603e-06 4.44057e-09 0 270
847.593 1.62089e-06 4.4324e-09 0 270
847.745 1.62089e-06 4.4324e-09 0 270
847.745 1.63696e-06 4.42357e-09 0 270
847.897 1.63696e-06 4.42357e-09 0 270
847.897 1.65419e-06 4.4141e-09 0 270
848.049 1.65419e-06 4.4141e-09 0 270
848.049 1.67252e-06 4.40403e-09 0 270
848.201 1.67252e-06 4.40403e-09 0 270
848.201 1.68695e-06 4.39609e-09 0 270
848.277 1.68695e-06 4.39609e-09 0 270
848.277 4.33521e-07 5.08503e-09 0 270
848.324 4.33521e-07 5.08503e-09 0 270
848.324 4.37434e-07 5.08288e-09 0 270
848.417 4.37434e-07 5.08288e-09 0 270
848.417 4.42361e-07 5.08017e-09 0 270
848.51 4.42361e-07 5.08017e-09 0 270
848.51 4.4695e-07 5.07765e-09 0 270
848.603 4.4695e-07 5.07765e-09 0 270
848.603 4.51196e-07 5.07531e-09 0 270
848.697 4.51196e-07 5.07531e-09 0 270
848.697 4.55093e-07 5.07317e-09 0 270
848.79 4.55093e-07 5.07317e-09 0 270
848.79 4.58635e-07 5.07123e-09 0 270
848.883 4.58635e-07 5.07123e-09 0 270
848.883 4.61817e-07 5.06948e-09 0 270
848.976 4.61817e-07 5.06948e-09 0 270
848.976 4.64636e-07 5.06793e-09 0 270
849.069 4.64636e-07 5.06793e-09 0 270
849.069 4.67086e-07 5.06658e-09 0 270
849.163 4.67086e-07 5.06658e-09 0 270
849.163 4.69166e-07 5.06544e-09 0 270
849.256 4.69166e-07 5.06544e-09 0 270
849.256 4.70871e-07 5.0645e-09 0 270
849.349 4.70871e-07 5.0645e-09 0 270
849.349 4.722e-07 5.06377e-09 0 270
849.442 4.722e-07 5.06377e-09 0 270
849.442 4.7315e-07 5.06325e-09 0 270
849.535 4.7315e-07 5.06325e-09 0 270
849.535 4.73721e-07 5.06293e-09 0 270
849.629 4.73721e-07 5.06293e-09 0 270
849.629 4.73911e-07 5.06283e-09 0 270
849.722 4.73911e-07 5.06283e-09 0 270
849.722 4.73721e-07 5.06293e-09 0 270
849.815 4.73721e-07 5.06293e-09 0 270
849.815 4.7315e-07 5.06325e-09 0 270
849.908 4.7315e-07 5.06325e-09 0 270
849.908 4.722e-07 5.06377e-09 0 270
850.001 4.722e-07 5.06377e-09 0 270
850.001 4.70871e-07 5.0645e-09 0 270
850.095 4.70871e-07 5.0645e-09 0 270
850.095 4.69166e-07 5.06544e-09 0 270
850.188 4.69166e-07 5.06544e-09 0 270
850.188 4.67086e-07 5.06658e-09 0 270
850.281 4.67086e-07 5.06658e-09 0 270
850.281 4.64636e-07 5.06793e-09 0 270
850.374 4.64636e-07 5.06793e-09 0 270
850.374 4.61817e-07 5.06948e-09 0 270
850.468 4.61817e-07 5.06948e-09 0 270
850.468 4.58635e-07 5.07123e-09 0 270
850.561 4.58635e-07 5.07123e-09 0 270
850.561 4.55093e-07 5.07317e-09 0 270
850.654 4.55093e-07 5.07317e-09 0 270
850.654 4.51196e-07 5.07531e-09 0 270
850.747 4.51196e-07 5.07531e-09 0 270
850.747 4.4695e-07 5.07765e-09 0 270
850.84 4.4695e-07 5.07765e-09 0 270
850.84 4.42361e-07 5.08017e-09 0 270
850.934 4.42361e-07 5.08017e-09 0 270
850.934 4.37434e-07 5.08288e-09 0 270
851.027 4.37434e-07 5.08288e-09 0 270
851.027 4.33521e-07 5.08503e-09 0 270
851.073 4.33521e-07 5.08503e-09 0 270
851.073 1.68695e-06 4.39609e-09 0 270
851.149 1.68695e-06 4.39609e-09 0 270
851.149 1.67252e-06 4.40403e-09 0 270
851.301 1.67252e-06 4.40403e-09 0 270
851.301 1.65419e-06 4.4141e-09 0 270
851.453 1.65419e-06 4.4141e-09 0 270
851.453 1.63696e-06 4.42357e-09 0 270
851.605 1.63696e-06 4.42357e-09 0 270
851.605 1.62089e-06 4.4324e-09 0 270
851.757 1.62089e-06 4.4324e-09 0 270
851.757 1.60603e-06 4.44057e-09 0 270
851.909 1.60603e-06 4.44057e-09 0 270
851.909 1.59243e-06 4.44805e-09 0 270
852.061 1.59243e-06 4.44805e-09 0 270
852.061 1.58013e-06 4.45481e-09 0 270
852.213 1.58013e-06 4.45481e-09 0 270
852.213 1.56917e-06 4.46083e-09 0 270
852.365 1.56917e-06 4.46083e-09 0 270
852.365 1.5596e-06 4.46609e-09 0 270
852.517 1.5596e-06 4.46609e-09 0 270
852.517 1.55145e-06 4.47057e-09 0 270
852.669 1.55145e-06 4.47057e-09 0 270
852.669 1.54474e-06 4.47426e-09 0 270
852.821 1.54474e-06 4.47426e-09 0 270
852.821 1.5395e-06 4.47714e-09 0 270
852.973 1.5395e-06 4.47714e-09 0 270
852.973 1.53574e-06 4.47921e-09 0 270
853.125 1.53574e-06 4.47921e-09 0 270
853.125 1.53348e-06 4.48045e-09 0 270
853.277 1.53348e-06 4.48045e-09 0 270
853.277 1.53272e-06 4.48086e-09 0 270
853.429 1.53272e-06 4.48086e-09 0 270
853.429 1.53348e-06 4.48045e-09 0 270
853.581 1.53348e-06 4.48045e-09 0 270
853.581 1.53574e-06 4.47921e-09 0 270
853.733 1.53574e-06 4.47921e-09 0 270
853.733 1.5395e-06 4.47714e-09 0 270
853.885 1.5395e-06 4.47714e-09 0 270
853.885 1.54474e-06 4.47426e-09 0 270
854.037 1.54474e-06 4.47426e-09 0 270
854.037 1.55145e-06 4.47057e-09 0 270
854.189 1.55145e-06 4.47057e-09 0 270
854.189 1.5596e-06 4.46609e-09 0 270
854.341 1.5596e-06 4.46609e-09 0 270
854.341 1.56917e-06 4.46083e-09 0 270
854.493 1.56917e-06 4.46083e-09 0 270
854.493 1.58013e-06 4.45481e-09 0 270
854.645 1.58013e-06 4.45481e-09 0 270
854.645 1.59243e-06 4.44805e-09 0 270
854.797 1.59243e-06 4.44805e-09 0 270
854.797 1.60603e-06 4.44057e-09 0 270
854.949 1.60603e-06 4.44057e-09 0 270
854.949 1.62089e-06 4.4324e-09 0 270
855.101 1.62089e-06 4.4324e-09 0 270
855.101 1.63696e-06 4.42357e-09 0 270
855.253 1.63696e-06 4.42357e-09 0 270
855.253 1.65419e-06 4.4141e-09 0 270
855.405 1.65419e-06 4.4141e-09 0 270
855.405 1.67252e-06 4.40403e-09 0 270
855.557 1.67252e-06 4.40403e-09 0 270
855.557 1.68695e-06 4.39609e-09 0 270
855.633 1.68695e-06 4.39609e-09 0 270
855.633 4.33521e-07 5.08503e-09 0 270
855.68 4.33521e-07 5.08503e-09 0 270
855.68 4.37434e-07 5.08288e-09 0 270
855.773 4.37434e-07 5.08288e-09 0 270
855.773 4.42361e-07 5.08017e-09 0 270
855.866 4.42361e-07 5.08017e-09 0 270
855.866 4.4695e-07 5.07765e-09 0 270
855.96 4.4695e-07 5.07765e-09 0 270
855.96 4.51196e-07 5.07531e-09 0 270
856.053 4.51196e-07 5.07531e-09 0 270
856.053 4.55093e-07 5.07317e-09 0 270
856.146 4.55093e-07 5.07317e-09 0 270
856.146 4.58635e-07 5.07123e-09 0 270
856.239 4.58635e-07 5.07123e-09 0 270
856.239 4.61817e-07 5.06948e-09 0 270
856.333 4.61817e-07 5.06948e-09 0 270
856.333 4.64636e-07 5.06793e-09 0 270
856.426 4.64636e-07 5.06793e-09 0 270
856.426 4.67086e-07 5.06658e-09 0 270
856.519 4.67086e-07 5.06658e-09 0 270
856.519 4.69166e-07 5.06544e-09 0 270
856.612 4.69166e-07 5.06544e-09 0 270
856.612 4.70871e-07 5.0645e-09 0 270
856.705 4.70871e-07 5.0645e-09 0 270
856.705 4.722e-07 5.06377e-09 0 270
856.799 4.722e-07 5.06377e-09 0 270
856.799 4.7315e-07 5.06325e-09 0 270
856.892 4.7315e-07 5.06325e-09 0 270
856.892 4.73721e-07 5.06293e-09 0 270
856.985 4.73721e-07 5.06293e-09 0 270
856.985 4.73911e-07 5.06283e-09 0 270
857.078 4.73911e-07 5.06283e-09 0 270
857.078 4.73721e-07 5.06293e-09 0 270
857.171 4.73721e-07 5.06293e-09 0 270
857.171 4.7315e-07 5.06325e-09 0 270
857.265 4.7315e-07 5.06325e-09 0 270
857.265 4.722e-07 5.06377e-09 0 270
857.358 4.722e-07 5.06377e-09 0 270
857.358 4.70871e-07 5.0645e-09 0 270
857.451 4.70871e-07 5.0645e-09 0 270
857.451 4.69166e-07 5.06544e-09 0 270
857.544 4.69166e-07 5.06544e-09 0 270
857.544 4.67086e-07 5.06658e-09 0 270
857.638 4.67086e-07 5.06658e-09 0 270
857.638 4.64636e-07 5.06793e-09 0 270
857.731 4.64636e-07 5.06793e-09 0 270
857.731 4.61817e-07 5.06948e-09 0 270
857.824 4.61817e-07 5.06948e-09 0 270
857.824 4.58635e-07 5.07123e-09 0 270
857.917 4.58635e-07 5.07123e-09 0 270
857.917 4.55093e-07 5.07317e-09 0 270
858.01 4.55093e-07 5.07317e-09 0 270
858.01 4.51196e-07 5.07531e-09 0 270
858.104 4.51196e-07 5.07531e-09 0 270
858.104 4.4695e-07 5.07765e-09 0 270
858.197 4.4695e-07 5.07765e-09 0 270
858.197 4.42361e-07 5.08017e-09 0 270
858.29 4.42361e-07 5.08017e-09 0 270
858.29 4.37434e-07 5.08288e-09 0 270
858.383 4.37434e-07 5.08288e-09 0 270
858.383 4.33521e-07 5.08503e-09 0 270
858.43 4.33521e-07 5.08503e-09 0 270
858.43 1.68695e-06 4.39609e-09 0 270
858.506 1.68695e-06 4.39609e-09 0 270
858.506 1.67252e-06 4.40403e-09 0 270
858.658 1.67252e-06 4.40403e-09 0 270
858.658 1.65419e-06 4.4141e-09 0 270
858.81 1.65419e-06 4.4141e-09 0 270
858.81 1.63696e-06 4.42357e-09 0 270
858.962 1.63696e-06 4.42357e-09 0 270
858.962 1.62089e-06 4.4324e-09 0 270
859.114 1.62089e-06 4.4324e-09 0 270
859.114 1.60603e-06 4.44057e-09 0 270
859.266 1.60603e-06 4.44057e-09 0 270
859.266 1.59243e-06 4.44805e-09 0 270
859.418 1.59243e-06 4.44805e-09 0 270
859.418 1.58013e-06 4.45481e-09 0 270
859.57 1.58013e-06 4.45481e-09 0 270
859.57 1.56917e-06 4.46083e-09 0 270
859.722 1.56917e-06 4.46083e-09 0 270
859.722 1.5596e-06 4.46609e-09 0 270
859.874 1.5596e-06 4.46609e-09 0 270
859.874 1.55145e-06 4.47057e-09 0 270
860.026 1.55145e-06 4.47057e-09 0 270
860.026 1.54474e-06 4.47426e-09 0 270
860.178 1.54474e-06 4.47426e-09 0 270
860.178 1.5395e-06 4.47714e-09 0 270
860.33 1.5395e-06 4.47714e-09 0 270
860.33 1.53574e-06 4.47921e-09 0 270
860.482 1.53574e-06 4.47921e-09 0 270
860.482 1.53348e-06 4.48045e-09 0 270
860.634 1.53348e-06 4.48045e-09 0 270
860.634 1.53272e-06 4.48086e-09 0 270
860.786 1.53272e-06 4.48086e-09 0 270
860.786 1.53348e-06 4.48045e-09 0 270
860.938 1.53348e-06 4.48045e-09 0 270
860.938 1.53574e-06 4.47921e-09 0 270
861.09 1.53574e-06 4.47921e-09 0 270
861.09 1.5395e-06 4.47714e-09 0 270
861.242 1.5395e-06 4.47714e-09 0 270
861.242 1.54474e-06 4.47426e-09 0 270
861.394 1.54474e-06 4.47426e-09 0 270
861.394 1.55145e-06 4.47057e-09 0 270
861.546 1.55145e-06 4.47057e-09 0 270
861.546 1.5596e-06 4.46609e-09 0 270
861.698 1.5596e-06 4.46609e-09 0 270
861.698 1.56917e-06 4.46083e-09 0 270
861.85 1.56917e-06 4.46083e-09 0 270
861.85 1.58013e-06 4.45481e-09 0 270
862.002 1.58013e-06 4.45481e-09 0 270
862.002 1.59243e-06 4.44805e-09 0 270
862.154 1.59243e-06 4.44805e-09 0 270
862.154 1.60603e-06 4.44057e-09 0 270
862.306 1.60603e-06 4.44057e-09 0 270
862.306 1.62089e-06 4.4324e-09 0 270
862.458 1.62089e-06 4.4324e-09 0 270
862.458 1.63696e-06 4.42357e-09 0 270
862.61 1.63696e-06 4.42357e-09 0 270
862.61 1.65419e-06 4.4141e-09 0 270
862.762 1.65419e-06 4.4141e-09 0 270
862.762 1.67252e-06 4.40403e-09 0 270
862.914 1.67252e-06 4.40403e-09 0 270
862.914 1.68695e-06 4.39609e-09 0 270
862.99 1.68695e-06 4.39609e-09 0 270
862.99 4.33521e-07 5.08503e-09 0 270
863.036 4.33521e-07 5.08503e-09 0 270
863.036 4.37434e-07 5.08288e-09 0 270
863.13 4.37434e-07 5.08288e-09 0 270
863.13 4.42361e-07 5.08017e-09 0 270
863.223 4.42361e-07 5.08017e-09 0 270
863.223 4.4695e-07 5.07765e-09 0 270
863.316 4.4695e-07 5.07765e-09 0 270
863.316 4.51196e-07 5.07531e-09 0 270
863.409 4.51196e-07 5.07531e-09 0 270
863.409 4.55093e-07 5.07317e-09 0 270
863.503 4.55093e-07 5.07317e-09 0 270
863.503 4.58635e-07 5.07123e-09 0 270
863.596 4.58635e-07 5.07123e-09 0 270
863.596 4.61817e-07 5.06948e-09 0 270
863.689 4.61817e-07 5.06948e-09 0 270
863.689 4.64636e-07 5.06793e-09 0 270
863.782 4.64636e-07 5.06793e-09 0 270
863.782 4.67086e-07 5.06658e-09 0 270
863.875 4.67086e-07 5.06658e-09 0 270
863.875 4.69166e-07 5.06544e-09 0 270
863.969 4.69166e-07 5.06544e-09 0 270
863.969 4.70871e-07 5.0645e-09 0 270
864.062 4.70871e-07 5.0645e-09 0 270
864.062 4.722e-07 5.06377e-09 0 270
864.155 4.722e-07 5.06377e-09 0 270
864.155 4.7315e-07 5.06325e-09 0 270
864.248 4.7315e-07 5.06325e-09 0 270
864.248 4.73721e-07 5.06293e-09 0 270
864.341 4.73721e-07 5.06293e-09 0 270
864.341 4.73911e-07 5.06283e-09 0 270
864.435 4.73911e-07 5.06283e-09 0 270
864.435 4.73721e-07 5.06293e-09 0 270
864.528 4.73721e-07 5.06293e-09 0 270
864.528 4.7315e-07 5.06325e-09 0 270
864.621 4.7315e-07 5.06325e-09 0 270
864.621 4.722e-07 5.06377e-09 0 270
864.714 4.722e-07 5.06377e-09 0 270
864.714 4.70871e-07 5.0645e-09 0 270
864.808 4.70871e-07 5.0645e-09 0 270
864.808 4.69166e-07 5.06544e-09 0 270
864.901 4.69166e-07 5.06544e-09 0 270
864.901 4.67086e-07 5.06658e-09 0 270
864.994 4.67086e-07 5.06658e-09 0 270
864.994 4.64636e-07 5.06793e-09 0 270
865.087 4.64636e-07 5.06793e-09 0 270
865.087 4.61817e-07 5.06948e-09 0 270
865.18 4.61817e-07 5.06948e-09 0 270
865.18 4.58635e-07 5.07123e-09 0 270
865.274 4.58635e-07 5.07123e-09 0 270
865.274 4.55093e-07 5.07317e-09 0 270
865.367 4.55093e-07 5.07317e-09 0 270
865.367 4.51196e-07 5.07531e-09 0 270
865.46 4.51196e-07 5.07531e-09 0 270
865.46 4.4695e-07 5.07765e-09 0 270
865.553 4.4695e-07 5.07765e-09 0 270
865.553 4.42361e-07 5.08017e-09 0 270
865.646 4.42361e-07 5.08017e-09 0 270
865.646 4.37434e-07 5.08288e-09 0 270
865.74 4.37434e-07 5.08288e-09 0 270
865.74 4.33521e-07 5.08503e-09 0 270
865.786 4.33521e-07 5.08503e-09 0 270
865.786 1.68695e-06 4.39609e-09 0 270
865.862 1.68695e-06 4.39609e-09 0 270
865.862 1.67252e-06 4.40403e-09 0 270
866.014 1.67252e-06 4.40403e-09 0 270
866.014 1.65419e-06 4.4141e-09 0 270
866.166 1.65419e-06 4.4141e-09 0 270
866.166 1.63696e-06 4.42357e-09 0 270
866.318 1.63696e-06 4.42357e-09 0 270
866.318 1.62089e-06 4.4324e-09 0 270
866.47 1.62089e-06 4.4324e-09 0 270
866.47 1.60603e-06 4.44057e-09 0 270
866.622 1.60603e-06 4.44057e-09 0 270
866.622 1.59243e-06 4.44805e-09 0 270
866.774 1.59243e-06 4.44805e-09 0 270
866.774 1.58013e-06 4.45481e-09 0 270
866.926 1.58013e-06 4.45481e-09 0 270
866.926 1.56917e-06 4.46083e-09 0 270
867.078 1.56917e-06 4.46083e-09 0 270
867.078 1.5596e-06 4.46609e-09 0 270
867.23 1.5596e-06 4.46609e-09 0 270
867.23 1.55145e-06 4.47057e-09 0 270
867.382 1.55145e-06 4.47057e-09 0 270
867.382 1.54474e-06 4.47426e-09 0 270
867.534 1.54474e-06 4.47426e-09 0 270
867.534 1.5395e-06 4.47714e-09 0 270
867.686 1.5395e-06 4.47714e-09 0 270
867.686 1.53574e-06 4.47921e-09 0 270
867.838 1.53574e-06 4.47921e-09 0 270
867.838 1.53348e-06 4.48045e-09 0 270
867.99 1.53348e-06 4.48045e-09 0 270
867.99 1.53272e-06 4.48086e-09 0 270
868.142 1.53272e-06 4.48086e-09 0 270
868.142 1.53348e-06 4.48045e-09 0 270
868.294 1.53348e-06 4.48045e-09 0 270
868.294 1.53574e-06 4.47921e-09 0 270
868.446 1.53574e-06 4.47921e-09 0 270
868.446 1.5395e-06 4.47714e-09 0 270
868.598 1.5395e-06 4.47714e-09 0 270
868.598 1.54474e-06 4.47426e-09 0 270
868.75 1.54474e-06 4.47426e-09 0 270
868.75 1.55145e-06 4.47057e-09 0 270
868.902 1.55145e-06 4.47057e-09 0 270
868.902 1.5596e-06 4.46609e-09 0 270
869.054 1.5596e-06 4.46609e-09 0 270
869.054 1.56917e-06 4.46083e-09 0 270
869.206 1.56917e-06 4.46083e-09 0 270
869.206 1.58013e-06 4.45481e-09 0 270
869.358 1.58013e-06 4.45481e-09 0 270
869.358 1.59243e-06 4.44805e-09 0 270
869.51 1.59243e-06 4.44805e-09 0 270
869.51 1.60603e-06 4.44057e-09 0 270
869.662 1.60603e-06 4.44057e-09 0 270
869.662 1.62089e-06 4.4324e-09 0 270
869.814 1.62089e-06 4.4324e-09 0 270
869.814 1.63696e-06 4.42357e-09 0 270
869.966 1.63696e-06 4.42357e-09 0 270
869.966 1.65419e-06 4.4141e-09 0 270
870.118 1.65419e-06 4.4141e-09 0 270
870.118 1.67252e-06 4.40403e-09 0 270
870.27 1.67252e-06 4.40403e-09 0 270
870.27 1.68695e-06 4.39609e-09 0 270
870.346 1.68695e-06 4.39609e-09 0 270
870.346 4.33521e-07 5.08503e-09 0 270
870.393 4.33521e-07 5.08503e-09 0 270
870.393 4.37434e-07 5.08288e-09 0 270
870.486 4.37434e-07 5.08288e-09 0 270
870.486 4.42361e-07 5.08017e-09 0 270
870.579 4.42361e-07 5.08017e-09 0 270
870.579 4.4695e-07 5.07765e-09 0 270
870.672 4.4695e-07 5.07765e-09 0 270
870.672 4.51196e-07 5.07531e-09 0 270
870.766 4.51196e-07 5.07531e-09 0 270
870.766 4.55093e-07 5.07317e-09 0 270
870.859 4.55093e-07 5.07317e-09 0 270
870.859 4.58635e-07 5.07123e-09 0 270
870.952 4.58635e-07 5.07123e-09 0 270
870.952 4.61817e-07 5.06948e-09 0 270
871.045 4.61817e-07 5.06948e-09 0 270
871.045 4.64636e-07 5.06793e-09 0 270
871.139 4.64636e-07 5.06793e-09 0 270
871.139 4.67086e-07 5.06658e-09 0 270
871.232 4.67086e-07 5.06658e-09 0 270
871.232 4.69166e-07 5.06544e-09 0 270
871.325 4.69166e-07 5.06544e-09 0 270
871.325 4.70871e-07 5.0645e-09 0 270
871.418 4.70871e-07 5.0645e-09 0 270
871.418 4.722e-07 5.06377e-09 0 270
871.511 4.722e-07 5.06377e-09 0 270
871.511 4.7315e-07 5.06325e-09 0 270
871.605 4.7315e-07 5.06325e-09 0 270
871.605 4.73721e-07 5.06293e-09 0 270
871.698 4.73721e-07 5.06293e-09 0 270
871.698 4.73911e-07 5.06283e-09 0 270
871.791 4.73911e-07 5.06283e-09 0 270
871.791 4.73721e-07 5.06293e-09 0 270
871.884 4.73721e-07 5.06293e-09 0 270
871.884 4.7315e-07 5.06325e-09 0 270
871.977 4.7315e-07 5.06325e-09 0 270
871.977 4.722e-07 5.06377e-09 0 270
872.071 4.722e-07 5.06377e-09 0 270
872.071 4.70871e-07 5.0645e-09 0 270
872.164 4.70871e-07 5.0645e-09 0 270
872.164 4.69166e-07 5.06544e-09 0 270
872.257 4.69166e-07 5.06544e-09 0 270
872.257 4.67086e-07 5.06658e-09 0 270
872.35 4.67086e-07 5.06658e-09 0 270
872.35 4.64636e-07 5.06793e-09 0 270
872.444 4.64636e-07 5.06793e-09 0 270
872.444 4.61817e-07 5.06948e-09 0 270
872.537 4.61817e-07 5.06948e-09 0 270
872.537 4.58635e-07 5.07123e-09 0 270
872.63 4.58635e-07 5.07123e-09 0 270
872.63 4.55093e-07 5.07317e-09 0 270
872.723 4.55093e-07 5.07317e-09 0 270
872.723 4.51196e-07 5.07531e-09 0 270
872.816 4.51196e-07 5.07531e-09 0 270
872.816 4.4695e-07 5.07765e-09 0 270
872.91 4.4695e-07 5.07765e-09 0 270
872.91 4.42361e-07 5.08017e-09 0 270
873.003 4.42361e-07 5.08017e-09 0 270
873.003 4.37434e-07 5.08288e-09 0 270
873.096 4.37434e-07 5.08288e-09 0 270
873.096 4.33521e-07 5.08503e-09 0 270
873.143 4.33521e-07 5.08503e-09 0 270
873.143 1.68695e-06 4.39609e-09 0 270
873.219 1.68695e-06 4.39609e-09 0 270
873.219 1.67252e-06 4.40403e-09 0 270
873.371 1.67252e-06 4.40403e-09 0 270
873.371 1.65419e-06 4.4141e-09 0 270
873.523 1.65419e-06 4.4141e-09 0 270
873.523 1.63696e-06 4.42357e-09 0 270
873.675 1.63696e-06 4.42357e-09 0 270
873.675 1.62089e-06 4.4324e-09 0 270
873.827 1.62089e-06 4.4324e-09 0 270
873.827 1.60603e-06 4.44057e-09 0 270
873.979 1.60603e-06 4.44057e-09 0 270
873.979 1.59243e-06 4.44805e-09 0 270
874.131 1.59243e-06 4.44805e-09 0 270
874.131 1.58013e-06 4.45481e-09 0 270
874.283 1.58013e-06 4.45481e-09 0 270
874.283 1.56917e-06 4.46083e-09 0 270
874.435 1.56917e-06 4.46083e-09 0 270
874.435 1.5596e-06 4.46609e-09 0 270
874.587 1.5596e-06 4.46609e-09 0 270
874.587 1.55145e-06 4.47057e-09 0 270
874.739 1.55145e-06 4.47057e-09 0 270
874.739 1.54474e-06 4.47426e-09 0 270
874.891 1.54474e-06 4.47426e-09 0 270
874.891 1.5395e-06 4.47714e-09 0 270
875.043 1.5395e-06 4.47714e-09 0 270
875.043 1.53574e-06 4.47921e-09 0 270
875.195 1.53574e-06 4.47921e-09 0 270
875.195 1.53348e-06 4.48045e-09 0 270
875.347 1.53348e-06 4.48045e-09 0 270
875.347 1.53272e-06 4.48086e-09 0 270
875.499 1.53272e-06 4.48086e-09 0 270
875.499 1.53348e-06 4.48045e-09 0 270
875.651 1.53348e-06 4.48045e-09 0 270
875.651 1.53574e-06 4.47921e-09 0 270
875.803 1.53574e-06 4.47921e-09 0 270
875.803 1.5395e-06 4.47714e-09 0 270
875.955 1.5395e-06 4.47714e-09 0 270
875.955 1.54474e-06 4.47426e-09 0 270
876.107 1.54474e-06 4.47426e-09 0 270
876.107 1.55145e-06 4.47057e-09 0 270
876.259 1.55145e-06 4.47057e-09 0 270
876.259 1.5596e-06 4.46609e-09 0 270
876.411 1.5596e-06 4.46609e-09 0 270
876.411 1.56917e-06 4.46083e-09 0 270
876.563 1.56917e-06 4.46083e-09 0 270
876.563 1.58013e-06 4.45481e-09 0 270
876.715 1.58013e-06 4.45481e-09 0 270
876.715 1.59243e-06 4.44805e-09 0 270
876.867 1.59243e-06 4.44805e-09 0 270
876.867 1.60603e-06 4.44057e-09 0 270
877.019 1.60603e-06 4.44057e-09 0 270
877.019 1.62089e-06 4.4324e-09 0 270
877.171 1.62089e-06 4.4324e-09 0 270
877.171 1.63696e-06 4.42357e-09 0 270
877.323 1.63696e-06 4.42357e-09 0 270
877.323 1.65419e-06 4.4141e-09 0 270
877.475 1.65419e-06 4.4141e-09 0 270
877.475 1.67252e-06 4.40403e-09 0 270
877.627 1.67252e-06 4.40403e-09 0 270
877.627 1.68695e-06 4.39609e-09 0 270
877.703 1.68695e-06 4.39609e-09 0 270
877.703 4.33521e-07 5.08503e-09 0 270
877.749 4.33521e-07 5.08503e-09 0 270
877.749 4.37434e-07 5.08288e-09 0 270
877.842 4.37434e-07 5.08288e-09 0 270
877.842 4.42361e-07 5.08017e-09 0 270
877.936 4.42361e-07 5.08017e-09 0 270
877.936 4.4695e-07 5.07765e-09 0 270
878.029 4.4695e-07 5.07765e-09 0 270
878.029 4.51196e-07 5.07531e-09 0 270
878.122 4.51196e-07 5.07531e-09 0 270
878.122 4.55093e-07 5.07317e-09 0 270
878.215 4.55093e-07 5.07317e-09 0 270
878.215 4.58635e-07 5.07123e-09 0 270
878.309 4.58635e-07 5.07123e-09 0 270
878.309 4.61817e-07 5.06948e-09 0 270
878.402 4.61817e-07 5.06948e-09 0 270
878.402 4.64636e-07 5.06793e-09 0 270
878.495 4.64636e-07 5.06793e-09 0 270
878.495 4.67086e-07 5.06658e-09 0 270
878.588 4.67086e-07 5.06658e-09 0 270
878.588 4.69166e-07 5.06544e-09 0 270
878.681 4.69166e-07 5.06544e-09 0 270
878.681 4.70871e-07 5.0645e-09 0 270
878.775 4.70871e-07 5.0645e-09 0 270
878.775 4.722e-07 5.06377e-09 0 270
878.868 4.722e-07 5.06377e-09 0 270
878.868 4.7315e-07 5.06325e-09 0 270
878.961 4.7315e-07 5.06325e-09 0 270
878.961 4.73721e-07 5.06293e-09 0 270
879.054 4.73721e-07 5.06293e-09 0 270
879.054 4.73911e-07 5.06283e-09 0 270
879.147 4.73911e-07 5.06283e-09 0 270
879.147 4.73721e-07 5.06293e-09 0 270
879.241 4.73721e-07 5.06293e-09 0 270
879.241 4.7315e-07 5.06325e-09 0 270
879.334 4.7315e-07 5.06325e-09 0 270
879.334 4.722e-07 5.06377e-09 0 270
879.427 4.722e-07 5.06377e-09 0 270
879.427 4.70871e-07 5.0645e-09 0 270
879.52 4.70871e-07 5.0645e-09 0 270
879.52 4.69166e-07 5.06544e-09 0 270
879.614 4.69166e-07 5.06544e-09 0 270
879.614 4.67086e-07 5.06658e-09 0 270
879.707 4.67086e-07 5.06658e-09 0 270
879.707 4.64636e-07 5.06793e-09 0 270
879.8 4.64636e-07 5.06793e-09 0 270
879.8 4.61817e-07 5.06948e-09 0 270
879.893 4.61817e-07 5.06948e-09 0 270
879.893 4.58635e-07 5.07123e-09 0 270
879.986 4.58635e-07 5.07123e-09 0 270
879.986 4.55093e-07 5.07317e-09 0 270
880.08 4.55093e-07 5.07317e-09 0 270
880.08 4.51196e-07 5.07531e-09 0 270
880.173 4.51196e-07 5.07531e-09 0 270
880.173 4.4695e-07 5.07765e-09 0 270
880.266 4.4695e-07 5.07765e-09 0 270
880.266 4.42361e-07 5.08017e-09 0 270
880.359 4.42361e-07 5.08017e-09 0 270
880.359 4.37434e-07 5.08288e-09 0 270
880.452 4.37434e-07 5.08288e-09 0 270
880.452 4.33521e-07 5.08503e-09 0 270
880.499 4.33521e-07 5.08503e-09 0 270
880.499 1.68695e-06 4.39609e-09 0 270
880.575 1.68695e-06 4.39609e-09 0 270
880.575 1.67252e-06 4.40403e-09 0 270
880.727 1.67252e-06 4.40403e-09 0 270
880.727 1.65419e-06 4.4141e-09 0 270
880.879 1.65419e-06 4.4141e-09 0 270
880.879 1.63696e-06 4.42357e-09 0 270
881.031 1.63696e-06 4.42357e-09 0 270
881.031 1.62089e-06 4.4324e-09 0 270
881.183 1.62089e-06 4.4324e-09 0 270
881.183 1.60603e-06 4.44057e-09 0 270
