# z rho mu P theta
157.183 1.51907e-06 4.48837e-09 0 270
158.117 1.51907e-06 4.48837e-09 0 270
158.117 1.78259e-06 4.34353e-09 0 270
159.051 1.78259e-06 4.34353e-09 0 270
159.051 2.0219e-06 4.21199e-09 0 270
159.985 2.0219e-06 4.21199e-09 0 270
159.985 2.22899e-06 4.09817e-09 0 270
160.92 2.22899e-06 4.09817e-09 0 270
160.92 2.39976e-06 4.00431e-09 0 270
161.854 2.39976e-06 4.00431e-09 0 270
161.854 2.53395e-06 3.93055e-09 0 270
162.788 2.53395e-06 3.93055e-09 0 270
162.788 2.63445e-06 3.87531e-09 0 270
163.723 2.63445e-06 3.87531e-09 0 270
163.723 2.70616e-06 3.8359e-09 0 270
164.657 2.70616e-06 3.8359e-09 0 270
164.657 2.75492e-06 3.8091e-09 0 270
165.591 2.75492e-06 3.8091e-09 0 270
165.591 2.78651e-06 3.79174e-09 0 270
166.526 2.78651e-06 3.79174e-09 0 270
166.526 2.80599e-06 3.78103e-09 0 270
167.46 2.80599e-06 3.78103e-09 0 270
167.46 2.8174e-06 3.77475e-09 0 270
168.394 2.8174e-06 3.77475e-09 0 270
168.394 2.82367e-06 3.77131e-09 0 270
169.328 2.82367e-06 3.77131e-09 0 270
169.328 2.82672e-06 3.76963e-09 0 270
170.263 2.82672e-06 3.76963e-09 0 270
170.263 2.82762e-06 3.76914e-09 0 270
171.197 2.82762e-06 3.76914e-09 0 270
171.197 2.82672e-06 3.76963e-09 0 270
172.131 2.82672e-06 3.76963e-09 0 270
172.131 2.82367e-06 3.77131e-09 0 270
173.066 2.82367e-06 3.77131e-09 0 270
173.066 2.8174e-06 3.77475e-09 0 270
174 2.8174e-06 3.77475e-09 0 270
174 2.80599e-06 3.78103e-09 0 270
174.934 2.80599e-06 3.78103e-09 0 270
174.934 2.78651e-06 3.79174e-09 0 270
175.869 2.78651e-06 3.79174e-09 0 270
175.869 2.75492e-06 3.8091e-09 0 270
176.803 2.75492e-06 3.8091e-09 0 270
176.803 2.70616e-06 3.8359e-09 0 270
177.737 2.70616e-06 3.8359e-09 0 270
177.737 2.63445e-06 3.87531e-09 0 270
178.671 2.63445e-06 3.87531e-09 0 270
178.671 2.53395e-06 3.93055e-09 0 270
179.606 2.53395e-06 3.93055e-09 0 270
179.606 2.39976e-06 4.00431e-09 0 270
180.54 2.39976e-06 4.00431e-09 0 270
180.54 2.22899e-06 4.09817e-09 0 270
181.474 2.22899e-06 4.09817e-09 0 270
181.474 2.0219e-06 4.21199e-09 0 270
182.409 2.0219e-06 4.21199e-09 0 270
182.409 1.78259e-06 4.34353e-09 0 270
183.343 1.78259e-06 4.34353e-09 0 270
183.343 1.51907e-06 4.48837e-09 0 270
184.277 1.51907e-06 4.48837e-09 0 270
184.277 1.31218e-06 4.60208e-09 0 270
184.744 1.31218e-06 4.60208e-09 0 270
184.744 1.2036e-06 4.66176e-09 0 270
185.008 1.2036e-06 4.66176e-09 0 270
185.008 1.0863e-06 4.72623e-09 0 270
185.534 1.0863e-06 4.72623e-09 0 270
185.534 9.32264e-07 4.8109e-09 0 270
186.061 9.32264e-07 4.8109e-09 0 270
186.061 7.83059e-07 4.89291e-09 0 270
186.588 7.83059e-07 4.89291e-09 0 270
186.588 6.40836e-07 4.97108e-09 0 270
187.114 6.40836e-07 4.97108e-09 0 270
187.114 5.0748e-07 5.04438e-09 0 270
187.641 5.0748e-07 5.04438e-09 0 270
187.641 3.84559e-07 5.11194e-09 0 270
188.167 3.84559e-07 5.11194e-09 0 270
188.167 2.73292e-07 5.1731e-09 0 270
188.694 2.73292e-07 5.1731e-09 0 270
188.694 1.74556e-07 5.22737e-09 0 270
189.221 1.74556e-07 5.22737e-09 0 270
189.221 8.89002e-08 5.27445e-09 0 270
189.747 8.89002e-08 5.27445e-09 0 270
189.747 1.66023e-08 5.31418e-09 0 270
190.274 1.66023e-08 5.31418e-09 0 270
190.274 -4.22758e-08 5.34655e-09 0 270
190.801 -4.22758e-08 5.34655e-09 0 270
190.801 -8.78155e-08 5.37158e-09 0 270
191.327 -8.78155e-08 5.37158e-09 0 270
191.327 -1.20171e-07 5.38936e-09 0 270
191.854 -1.20171e-07 5.38936e-09 0 270
191.854 -1.39503e-07 5.39999e-09 0 270
192.381 -1.39503e-07 5.39999e-09 0 270
192.381 -1.45933e-07 5.40352e-09 0 270
192.907 -1.45933e-07 5.40352e-09 0 270
192.907 -1.39503e-07 5.39999e-09 0 270
193.434 -1.39503e-07 5.39999e-09 0 270
193.434 -1.20171e-07 5.38936e-09 0 270
193.961 -1.20171e-07 5.38936e-09 0 270
193.961 -8.78155e-08 5.37158e-09 0 270
194.487 -8.78155e-08 5.37158e-09 0 270
194.487 -4.22758e-08 5.34655e-09 0 270
195.014 -4.22758e-08 5.34655e-09 0 270
195.014 1.66023e-08 5.31418e-09 0 270
195.54 1.66023e-08 5.31418e-09 0 270
195.54 8.89002e-08 5.27445e-09 0 270
196.067 8.89002e-08 5.27445e-09 0 270
196.067 1.74556e-07 5.22737e-09 0 270
196.594 1.74556e-07 5.22737e-09 0 270
196.594 2.73292e-07 5.1731e-09 0 270
197.12 2.73292e-07 5.1731e-09 0 270
197.12 3.84559e-07 5.11194e-09 0 270
197.647 3.84559e-07 5.11194e-09 0 270
197.647 5.0748e-07 5.04438e-09 0 270
198.174 5.0748e-07 5.04438e-09 0 270
198.174 6.40836e-07 4.97108e-09 0 270
198.7 6.40836e-07 4.97108e-09 0 270
198.7 7.83059e-07 4.89291e-09 0 270
199.227 7.83059e-07 4.89291e-09 0 270
199.227 9.32264e-07 4.8109e-09 0 270
199.754 9.32264e-07 4.8109e-09 0 270
199.754 1.0863e-06 4.72623e-09 0 270
200.28 1.0863e-06 4.72623e-09 0 270
200.28 1.2036e-06 4.66176e-09 0 270
200.543 1.2036e-06 4.66176e-09 0 270
200.543 1.31218e-06 4.60208e-09 0 270
201.011 1.31218e-06 4.60208e-09 0 270
201.011 1.51907e-06 4.48837e-09 0 270
201.945 1.51907e-06 4.48837e-09 0 270
201.945 1.78259e-06 4.34353e-09 0 270
202.879 1.78259e-06 4.34353e-09 0 270
202.879 2.0219e-06 4.21199e-09 0 270
203.814 2.0219e-06 4.21199e-09 0 270
203.814 2.22899e-06 4.09817e-09 0 270
204.748 2.22899e-06 4.09817e-09 0 270
204.748 2.39976e-06 4.00431e-09 0 270
205.682 2.39976e-06 4.00431e-09 0 270
205.682 2.53395e-06 3.93055e-09 0 270
206.616 2.53395e-06 3.93055e-09 0 270
206.616 2.63445e-06 3.87531e-09 0 270
207.551 2.63445e-06 3.87531e-09 0 270
207.551 2.70616e-06 3.8359e-09 0 270
208.485 2.70616e-06 3.8359e-09 0 270
208.485 2.75492e-06 3.8091e-09 0 270
209.419 2.75492e-06 3.8091e-09 0 270
209.419 2.78651e-06 3.79174e-09 0 270
210.354 2.78651e-06 3.79174e-09 0 270
210.354 2.80599e-06 3.78103e-09 0 270
211.288 2.80599e-06 3.78103e-09 0 270
211.288 2.8174e-06 3.77475e-09 0 270
212.222 2.8174e-06 3.77475e-09 0 270
212.222 2.82367e-06 3.77131e-09 0 270
213.156 2.82367e-06 3.77131e-09 0 270
213.156 2.82672e-06 3.76963e-09 0 270
214.091 2.82672e-06 3.76963e-09 0 270
214.091 2.82762e-06 3.76914e-09 0 270
215.025 2.82762e-06 3.76914e-09 0 270
215.025 2.82672e-06 3.76963e-09 0 270
215.959 2.82672e-06 3.76963e-09 0 270
215.959 2.82367e-06 3.77131e-09 0 270
216.894 2.82367e-06 3.77131e-09 0 270
216.894 2.8174e-06 3.77475e-09 0 270
217.828 2.8174e-06 3.77475e-09 0 270
217.828 2.80599e-06 3.78103e-09 0 270
218.762 2.80599e-06 3.78103e-09 0 270
218.762 2.78651e-06 3.79174e-09 0 270
219.697 2.78651e-06 3.79174e-09 0 270
219.697 2.75492e-06 3.8091e-09 0 270
220.631 2.75492e-06 3.8091e-09 0 270
220.631 2.70616e-06 3.8359e-09 0 270
221.565 2.70616e-06 3.8359e-09 0 270
221.565 2.63445e-06 3.87531e-09 0 270
222.499 2.63445e-06 3.87531e-09 0 270
222.499 2.53395e-06 3.93055e-09 0 270
223.434 2.53395e-06 3.93055e-09 0 270
223.434 2.39976e-06 4.00431e-09 0 270
224.368 2.39976e-06 4.00431e-09 0 270
224.368 2.22899e-06 4.09817e-09 0 270
225.302 2.22899e-06 4.09817e-09 0 270
225.302 2.0219e-06 4.21199e-09 0 270
226.237 2.0219e-06 4.21199e-09 0 270
226.237 1.78259e-06 4.34353e-09 0 270
227.171 1.78259e-06 4.34353e-09 0 270
227.171 1.51907e-06 4.48837e-09 0 270
228.105 1.51907e-06 4.48837e-09 0 270
228.105 1.31218e-06 4.60208e-09 0 270
228.572 1.31218e-06 4.60208e-09 0 270
228.572 1.2036e-06 4.66176e-09 0 270
228.836 1.2036e-06 4.66176e-09 0 270
228.836 1.0863e-06 4.72623e-09 0 270
229.362 1.0863e-06 4.72623e-09 0 270
229.362 9.32264e-07 4.8109e-09 0 270
229.889 9.32264e-07 4.8109e-09 0 270
229.889 7.83059e-07 4.89291e-09 0 270
230.416 7.83059e-07 4.89291e-09 0 270
230.416 6.40836e-07 4.97108e-09 0 270
230.942 6.40836e-07 4.97108e-09 0 270
230.942 5.0748e-07 5.04438e-09 0 270
231.469 5.0748e-07 5.04438e-09 0 270
231.469 3.84559e-07 5.11194e-09 0 270
231.996 3.84559e-07 5.11194e-09 0 270
231.996 2.73292e-07 5.1731e-09 0 270
232.522 2.73292e-07 5.1731e-09 0 270
232.522 1.74556e-07 5.22737e-09 0 270
233.049 1.74556e-07 5.22737e-09 0 270
233.049 8.89002e-08 5.27445e-09 0 270
233.575 8.89002e-08 5.27445e-09 0 270
233.575 1.66023e-08 5.31418e-09 0 270
234.102 1.66023e-08 5.31418e-09 0 270
234.102 -4.22758e-08 5.34655e-09 0 270
234.629 -4.22758e-08 5.34655e-09 0 270
234.629 -8.78155e-08 5.37158e-09 0 270
235.155 -8.78155e-08 5.37158e-09 0 270
235.155 -1.20171e-07 5.38936e-09 0 270
235.682 -1.20171e-07 5.38936e-09 0 270
235.682 -1.39503e-07 5.39999e-09 0 270
236.209 -1.39503e-07 5.39999e-09 0 270
236.209 -1.45933e-07 5.40352e-09 0 270
236.735 -1.45933e-07 5.40352e-09 0 270
236.735 -1.39503e-07 5.39999e-09 0 270
237.262 -1.39503e-07 5.39999e-09 0 270
237.262 -1.20171e-07 5.38936e-09 0 270
237.789 -1.20171e-07 5.38936e-09 0 270
237.789 -8.78155e-08 5.37158e-09 0 270
238.315 -8.78155e-08 5.37158e-09 0 270
238.315 -4.22758e-08 5.34655e-09 0 270
238.842 -4.22758e-08 5.34655e-09 0 270
238.842 1.66023e-08 5.31418e-09 0 270
239.368 1.66023e-08 5.31418e-09 0 270
239.368 8.89002e-08 5.27445e-09 0 270
239.895 8.89002e-08 5.27445e-09 0 270
239.895 1.74556e-07 5.22737e-09 0 270
240.422 1.74556e-07 5.22737e-09 0 270
240.422 2.73292e-07 5.1731e-09 0 270
240.948 2.73292e-07 5.1731e-09 0 270
240.948 3.84559e-07 5.11194e-09 0 270
241.475 3.84559e-07 5.11194e-09 0 270
241.475 5.0748e-07 5.04438e-09 0 270
242.002 5.0748e-07 5.04438e-09 0 270
242.002 6.40836e-07 4.97108e-09 0 270
242.528 6.40836e-07 4.97108e-09 0 270
242.528 7.83059e-07 4.89291e-09 0 270
243.055 7.83059e-07 4.89291e-09 0 270
243.055 9.32264e-07 4.8109e-09 0 270
243.582 9.32264e-07 4.8109e-09 0 270
243.582 1.0863e-06 4.72623e-09 0 270
244.108 1.0863e-06 4.72623e-09 0 270
244.108 1.2036e-06 4.66176e-09 0 270
244.372 1.2036e-06 4.66176e-09 0 270
244.372 1.31218e-06 4.60208e-09 0 270
244.839 1.31218e-06 4.60208e-09 0 270
244.839 1.51907e-06 4.48837e-09 0 270
245.773 1.51907e-06 4.48837e-09 0 270
245.773 1.78259e-06 4.34353e-09 0 270
246.707 1.78259e-06 4.34353e-09 0 270
246.707 2.0219e-06 4.21199e-09 0 270
247.642 2.0219e-06 4.21199e-09 0 270
247.642 2.22899e-06 4.09817e-09 0 270
248.576 2.22899e-06 4.09817e-09 0 270
248.576 2.39976e-06 4.00431e-09 0 270
249.51 2.39976e-06 4.00431e-09 0 270
249.51 2.53395e-06 3.93055e-09 0 270
250.444 2.53395e-06 3.93055e-09 0 270
250.444 2.63445e-06 3.87531e-09 0 270
251.379 2.63445e-06 3.87531e-09 0 270
251.379 2.70616e-06 3.8359e-09 0 270
252.313 2.70616e-06 3.8359e-09 0 270
252.313 2.75492e-06 3.8091e-09 0 270
253.247 2.75492e-06 3.8091e-09 0 270
253.247 2.78651e-06 3.79174e-09 0 270
254.182 2.78651e-06 3.79174e-09 0 270
254.182 2.80599e-06 3.78103e-09 0 270
255.116 2.80599e-06 3.78103e-09 0 270
255.116 2.8174e-06 3.77475e-09 0 270
256.05 2.8174e-06 3.77475e-09 0 270
256.05 2.82367e-06 3.77131e-09 0 270
256.985 2.82367e-06 3.77131e-09 0 270
256.985 2.82672e-06 3.76963e-09 0 270
257.919 2.82672e-06 3.76963e-09 0 270
257.919 2.82762e-06 3.76914e-09 0 270
258.853 2.82762e-06 3.76914e-09 0 270
258.853 2.82672e-06 3.76963e-09 0 270
259.787 2.82672e-06 3.76963e-09 0 270
259.787 2.82367e-06 3.77131e-09 0 270
260.722 2.82367e-06 3.77131e-09 0 270
260.722 2.8174e-06 3.77475e-09 0 270
261.656 2.8174e-06 3.77475e-09 0 270
261.656 2.80599e-06 3.78103e-09 0 270
262.59 2.80599e-06 3.78103e-09 0 270
262.59 2.78651e-06 3.79174e-09 0 270
263.525 2.78651e-06 3.79174e-09 0 270
263.525 2.75492e-06 3.8091e-09 0 270
264.459 2.75492e-06 3.8091e-09 0 270
264.459 2.70616e-06 3.8359e-09 0 270
265.393 2.70616e-06 3.8359e-09 0 270
265.393 2.63445e-06 3.87531e-09 0 270
266.328 2.63445e-06 3.87531e-09 0 270
266.328 2.53395e-06 3.93055e-09 0 270
267.262 2.53395e-06 3.93055e-09 0 270
267.262 2.39976e-06 4.00431e-09 0 270
268.196 2.39976e-06 4.00431e-09 0 270
268.196 2.22899e-06 4.09817e-09 0 270
269.13 2.22899e-06 4.09817e-09 0 270
269.13 2.0219e-06 4.21199e-09 0 270
270.065 2.0219e-06 4.21199e-09 0 270
270.065 1.78259e-06 4.34353e-09 0 270
270.999 1.78259e-06 4.34353e-09 0 270
270.999 1.51907e-06 4.48837e-09 0 270
271.933 1.51907e-06 4.48837e-09 0 270
271.933 1.31218e-06 4.60208e-09 0 270
272.4 1.31218e-06 4.60208e-09 0 270
272.4 1.2036e-06 4.66176e-09 0 270
272.664 1.2036e-06 4.66176e-09 0 270
272.664 1.0863e-06 4.72623e-09 0 270
273.19 1.0863e-06 4.72623e-09 0 270
273.19 9.32264e-07 4.8109e-09 0 270
273.717 9.32264e-07 4.8109e-09 0 270
273.717 7.83059e-07 4.89291e-09 0 270
274.244 7.83059e-07 4.89291e-09 0 270
274.244 6.40836e-07 4.97108e-09 0 270
274.77 6.40836e-07 4.97108e-09 0 270
274.77 5.0748e-07 5.04438e-09 0 270
275.297 5.0748e-07 5.04438e-09 0 270
275.297 3.84559e-07 5.11194e-09 0 270
275.824 3.84559e-07 5.11194e-09 0 270
275.824 2.73292e-07 5.1731e-09 0 270
276.35 2.73292e-07 5.1731e-09 0 270
276.35 1.74556e-07 5.22737e-09 0 270
276.877 1.74556e-07 5.22737e-09 0 270
276.877 8.89002e-08 5.27445e-09 0 270
277.404 8.89002e-08 5.27445e-09 0 270
277.404 1.66023e-08 5.31418e-09 0 270
277.93 1.66023e-08 5.31418e-09 0 270
277.93 -4.22758e-08 5.34655e-09 0 270
278.457 -4.22758e-08 5.34655e-09 0 270
278.457 -8.78155e-08 5.37158e-09 0 270
278.983 -8.78155e-08 5.37158e-09 0 270
278.983 -1.20171e-07 5.38936e-09 0 270
279.51 -1.20171e-07 5.38936e-09 0 270
279.51 -1.39503e-07 5.39999e-09 0 270
280.037 -1.39503e-07 5.39999e-09 0 270
280.037 -1.45933e-07 5.40352e-09 0 270
280.563 -1.45933e-07 5.40352e-09 0 270
280.563 -1.39503e-07 5.39999e-09 0 270
281.09 -1.39503e-07 5.39999e-09 0 270
281.09 -1.20171e-07 5.38936e-09 0 270
281.617 -1.20171e-07 5.38936e-09 0 270
281.617 -8.78155e-08 5.37158e-09 0 270
282.143 -8.78155e-08 5.37158e-09 0 270
282.143 -4.22758e-08 5.34655e-09 0 270
282.67 -4.22758e-08 5.34655e-09 0 270
282.67 1.66023e-08 5.31418e-09 0 270
283.197 1.66023e-08 5.31418e-09 0 270
283.197 8.89002e-08 5.27445e-09 0 270
283.723 8.89002e-08 5.27445e-09 0 270
283.723 1.74556e-07 5.22737e-09 0 270
284.25 1.74556e-07 5.22737e-09 0 270
284.25 2.73292e-07 5.1731e-09 0 270
284.776 2.73292e-07 5.1731e-09 0 270
284.776 3.84559e-07 5.11194e-09 0 270
285.303 3.84559e-07 5.11194e-09 0 270
285.303 5.0748e-07 5.04438e-09 0 270
285.83 5.0748e-07 5.04438e-09 0 270
285.83 6.40836e-07 4.97108e-09 0 270
286.356 6.40836e-07 4.97108e-09 0 270
286.356 7.83059e-07 4.89291e-09 0 270
286.883 7.83059e-07 4.89291e-09 0 270
286.883 9.32264e-07 4.8109e-09 0 270
287.41 9.32264e-07 4.8109e-09 0 270
287.41 1.0863e-06 4.72623e-09 0 270
287.936 1.0863e-06 4.72623e-09 0 270
287.936 1.2036e-06 4.66176e-09 0 270
288.2 1.2036e-06 4.66176e-09 0 270
288.2 1.31218e-06 4.60208e-09 0 270
288.667 1.31218e-06 4.60208e-09 0 270
288.667 1.51907e-06 4.48837e-09 0 270
289.601 1.51907e-06 4.48837e-09 0 270
289.601 1.78259e-06 4.34353e-09 0 270
290.535 1.78259e-06 4.34353e-09 0 270
290.535 2.0219e-06 4.21199e-09 0 270
291.47 2.0219e-06 4.21199e-09 0 270
291.47 2.22899e-06 4.09817e-09 0 270
292.404 2.22899e-06 4.09817e-09 0 270
292.404 2.39976e-06 4.00431e-09 0 270
293.338 2.39976e-06 4.00431e-09 0 270
293.338 2.53395e-06 3.93055e-09 0 270
294.273 2.53395e-06 3.93055e-09 0 270
294.273 2.63445e-06 3.87531e-09 0 270
295.207 2.63445e-06 3.87531e-09 0 270
295.207 2.70616e-06 3.8359e-09 0 270
296.141 2.70616e-06 3.8359e-09 0 270
296.141 2.75492e-06 3.8091e-09 0 270
297.075 2.75492e-06 3.8091e-09 0 270
297.075 2.78651e-06 3.79174e-09 0 270
298.01 2.78651e-06 3.79174e-09 0 270
298.01 2.80599e-06 3.78103e-09 0 270
298.944 2.80599e-06 3.78103e-09 0 270
298.944 2.8174e-06 3.77475e-09 0 270
299.878 2.8174e-06 3.77475e-09 0 270
299.878 2.82367e-06 3.77131e-09 0 270
300.813 2.82367e-06 3.77131e-09 0 270
300.813 2.82672e-06 3.76963e-09 0 270
301.747 2.82672e-06 3.76963e-09 0 270
301.747 2.82762e-06 3.76914e-09 0 270
302.681 2.82762e-06 3.76914e-09 0 270
302.681 2.82672e-06 3.76963e-09 0 270
303.616 2.82672e-06 3.76963e-09 0 270
303.616 2.82367e-06 3.77131e-09 0 270
304.55 2.82367e-06 3.77131e-09 0 270
304.55 2.8174e-06 3.77475e-09 0 270
305.484 2.8174e-06 3.77475e-09 0 270
305.484 2.80599e-06 3.78103e-09 0 270
306.418 2.80599e-06 3.78103e-09 0 270
306.418 2.78651e-06 3.79174e-09 0 270
307.353 2.78651e-06 3.79174e-09 0 270
307.353 2.75492e-06 3.8091e-09 0 270
308.287 2.75492e-06 3.8091e-09 0 270
308.287 2.70616e-06 3.8359e-09 0 270
309.221 2.70616e-06 3.8359e-09 0 270
309.221 2.63445e-06 3.87531e-09 0 270
310.156 2.63445e-06 3.87531e-09 0 270
310.156 2.53395e-06 3.93055e-09 0 270
311.09 2.53395e-06 3.93055e-09 0 270
311.09 2.39976e-06 4.00431e-09 0 270
312.024 2.39976e-06 4.00431e-09 0 270
312.024 2.22899e-06 4.09817e-09 0 270
312.958 2.22899e-06 4.09817e-09 0 270
312.958 2.0219e-06 4.21199e-09 0 270
313.893 2.0219e-06 4.21199e-09 0 270
313.893 1.78259e-06 4.34353e-09 0 270
314.827 1.78259e-06 4.34353e-09 0 270
314.827 1.51907e-06 4.48837e-09 0 270
315.761 1.51907e-06 4.48837e-09 0 270
315.761 1.31218e-06 4.60208e-09 0 270
316.229 1.31218e-06 4.60208e-09 0 270
316.229 1.2036e-06 4.66176e-09 0 270
316.492 1.2036e-06 4.66176e-09 0 270
316.492 1.0863e-06 4.72623e-09 0 270
317.018 1.0863e-06 4.72623e-09 0 270
317.018 9.32264e-07 4.8109e-09 0 270
317.545 9.32264e-07 4.8109e-09 0 270
317.545 7.83059e-07 4.89291e-09 0 270
318.072 7.83059e-07 4.89291e-09 0 270
318.072 6.40836e-07 4.97108e-09 0 270
318.598 6.40836e-07 4.97108e-09 0 270
318.598 5.0748e-07 5.04438e-09 0 270
319.125 5.0748e-07 5.04438e-09 0 270
319.125 3.84559e-07 5.11194e-09 0 270
319.652 3.84559e-07 5.11194e-09 0 270
319.652 2.73292e-07 5.1731e-09 0 270
320.178 2.73292e-07 5.1731e-09 0 270
320.178 1.74556e-07 5.22737e-09 0 270
320.705 1.74556e-07 5.22737e-09 0 270
320.705 8.89002e-08 5.27445e-09 0 270
321.232 8.89002e-08 5.27445e-09 0 270
321.232 1.66023e-08 5.31418e-09 0 270
321.758 1.66023e-08 5.31418e-09 0 270
321.758 -4.22758e-08 5.34655e-09 0 270
322.285 -4.22758e-08 5.34655e-09 0 270
322.285 -8.78155e-08 5.37158e-09 0 270
322.812 -8.78155e-08 5.37158e-09 0 270
322.812 -1.20171e-07 5.38936e-09 0 270
323.338 -1.20171e-07 5.38936e-09 0 270
323.338 -1.39503e-07 5.39999e-09 0 270
323.865 -1.39503e-07 5.39999e-09 0 270
323.865 -1.45933e-07 5.40352e-09 0 270
324.391 -1.45933e-07 5.40352e-09 0 270
324.391 -1.39503e-07 5.39999e-09 0 270
324.918 -1.39503e-07 5.39999e-09 0 270
324.918 -1.20171e-07 5.38936e-09 0 270
325.445 -1.20171e-07 5.38936e-09 0 270
325.445 -8.78155e-08 5.37158e-09 0 270
325.971 -8.78155e-08 5.37158e-09 0 270
325.971 -4.22758e-08 5.34655e-09 0 270
326.498 -4.22758e-08 5.34655e-09 0 270
326.498 1.66023e-08 5.31418e-09 0 270
327.025 1.66023e-08 5.31418e-09 0 270
327.025 8.89002e-08 5.27445e-09 0 270
327.551 8.89002e-08 5.27445e-09 0 270
327.551 1.74556e-07 5.22737e-09 0 270
328.078 1.74556e-07 5.22737e-09 0 270
328.078 2.73292e-07 5.1731e-09 0 270
328.605 2.73292e-07 5.1731e-09 0 270
328.605 3.84559e-07 5.11194e-09 0 270
329.131 3.84559e-07 5.11194e-09 0 270
329.131 5.0748e-07 5.04438e-09 0 270
329.658 5.0748e-07 5.04438e-09 0 270
329.658 6.40836e-07 4.97108e-09 0 270
330.184 6.40836e-07 4.97108e-09 0 270
330.184 7.83059e-07 4.89291e-09 0 270
330.711 7.83059e-07 4.89291e-09 0 270
330.711 9.32264e-07 4.8109e-09 0 270
331.238 9.32264e-07 4.8109e-09 0 270
331.238 1.0863e-06 4.72623e-09 0 270
331.764 1.0863e-06 4.72623e-09 0 270
331.764 1.2036e-06 4.66176e-09 0 270
332.028 1.2036e-06 4.66176e-09 0 270
332.028 1.31218e-06 4.60208e-09 0 270
332.495 1.31218e-06 4.60208e-09 0 270
332.495 1.51907e-06 4.48837e-09 0 270
333.429 1.51907e-06 4.48837e-09 0 270
333.429 1.78259e-06 4.34353e-09 0 270
334.363 1.78259e-06 4.34353e-09 0 270
334.363 2.0219e-06 4.21199e-09 0 270
335.298 2.0219e-06 4.21199e-09 0 270
335.298 2.22899e-06 4.09817e-09 0 270
336.232 2.22899e-06 4.09817e-09 0 270
336.232 2.39976e-06 4.00431e-09 0 270
337.166 2.39976e-06 4.00431e-09 0 270
337.166 2.53395e-06 3.93055e-09 0 270
338.101 2.53395e-06 3.93055e-09 0 270
338.101 2.63445e-06 3.87531e-09 0 270
339.035 2.63445e-06 3.87531e-09 0 270
339.035 2.70616e-06 3.8359e-09 0 270
339.969 2.70616e-06 3.8359e-09 0 270
339.969 2.75492e-06 3.8091e-09 0 270
340.903 2.75492e-06 3.8091e-09 0 270
340.903 2.78651e-06 3.79174e-09 0 270
341.838 2.78651e-06 3.79174e-09 0 270
341.838 2.80599e-06 3.78103e-09 0 270
342.772 2.80599e-06 3.78103e-09 0 270
342.772 2.8174e-06 3.77475e-09 0 270
343.706 2.8174e-06 3.77475e-09 0 270
343.706 2.82367e-06 3.77131e-09 0 270
344.641 2.82367e-06 3.77131e-09 0 270
344.641 2.82672e-06 3.76963e-09 0 270
345.575 2.82672e-06 3.76963e-09 0 270
345.575 2.82762e-06 3.76914e-09 0 270
346.509 2.82762e-06 3.76914e-09 0 270
346.509 2.82672e-06 3.76963e-09 0 270
347.444 2.82672e-06 3.76963e-09 0 270
347.444 2.82367e-06 3.77131e-09 0 270
348.378 2.82367e-06 3.77131e-09 0 270
348.378 2.8174e-06 3.77475e-09 0 270
349.312 2.8174e-06 3.77475e-09 0 270
349.312 2.80599e-06 3.78103e-09 0 270
350.246 2.80599e-06 3.78103e-09 0 270
350.246 2.78651e-06 3.79174e-09 0 270
351.181 2.78651e-06 3.79174e-09 0 270
351.181 2.75492e-06 3.8091e-09 0 270
352.115 2.75492e-06 3.8091e-09 0 270
352.115 2.70616e-06 3.8359e-09 0 270
353.049 2.70616e-06 3.8359e-09 0 270
353.049 2.63445e-06 3.87531e-09 0 270
353.984 2.63445e-06 3.87531e-09 0 270
353.984 2.53395e-06 3.93055e-09 0 270
354.918 2.53395e-06 3.93055e-09 0 270
354.918 2.39976e-06 4.00431e-09 0 270
355.852 2.39976e-06 4.00431e-09 0 270
355.852 2.22899e-06 4.09817e-09 0 270
356.787 2.22899e-06 4.09817e-09 0 270
356.787 2.0219e-06 4.21199e-09 0 270
357.721 2.0219e-06 4.21199e-09 0 270
357.721 1.78259e-06 4.34353e-09 0 270
358.655 1.78259e-06 4.34353e-09 0 270
358.655 1.51907e-06 4.48837e-09 0 270
359.589 1.51907e-06 4.48837e-09 0 270
359.589 1.31218e-06 4.60208e-09 0 270
360.057 1.31218e-06 4.60208e-09 0 270
360.057 1.2036e-06 4.66176e-09 0 270
360.32 1.2036e-06 4.66176e-09 0 270
360.32 1.0863e-06 4.72623e-09 0 270
360.847 1.0863e-06 4.72623e-09 0 270
360.847 9.32264e-07 4.8109e-09 0 270
361.373 9.32264e-07 4.8109e-09 0 270
361.373 7.83059e-07 4.89291e-09 0 270
361.9 7.83059e-07 4.89291e-09 0 270
361.9 6.40836e-07 4.97108e-09 0 270
362.426 6.40836e-07 4.97108e-09 0 270
362.426 5.0748e-07 5.04438e-09 0 270
362.953 5.0748e-07 5.04438e-09 0 270
362.953 3.84559e-07 5.11194e-09 0 270
363.48 3.84559e-07 5.11194e-09 0 270
363.48 2.73292e-07 5.1731e-09 0 270
364.006 2.73292e-07 5.1731e-09 0 270
364.006 1.74556e-07 5.22737e-09 0 270
364.533 1.74556e-07 5.22737e-09 0 270
364.533 8.89002e-08 5.27445e-09 0 270
365.06 8.89002e-08 5.27445e-09 0 270
365.06 1.66023e-08 5.31418e-09 0 270
365.586 1.66023e-08 5.31418e-09 0 270
365.586 -4.22758e-08 5.34655e-09 0 270
366.113 -4.22758e-08 5.34655e-09 0 270
